,number,phone_no_m,busi_count_1908,busi_count_1909,busi_count_1910,busi_count_1911,busi_count_1912,busi_count_2001,busi_count_2002,busi_count_2003,busi_nunique_1908,busi_nunique_1909,busi_nunique_1910,busi_nunique_1911,busi_nunique_1912,busi_nunique_2001,busi_nunique_2002,busi_nunique_2003,flow_1908,flow_1909,flow_1910,flow_1911,flow_1912,flow_2001,flow_2002,flow_2003,label
4755,4755,f4739f2788893d752ba202f1a0477b2429b01ec24c3f249ae6c1778b30aca3f6c23bce0b9a59d6e1ffed62d660a342ba1b947933104427e80b39384e17c455e0,,,,,,,,,,,,,,,,,,,,,,,,,1
4756,4756,03d2b9a00b70e48c958121d116eb65b7df8b88a5b6ecc22a7ce7a05433d10a69c586a5f630a525850aa0547797cdd346939eeee8d38dca52d64c533cce6b7721,297.0,343.0,371.0,271.0,324.0,234.0,131.0,181.0,268.0,308.0,328.0,236.0,288.0,210.0,107.0,151.0,48260.21007156372,75387.19030284882,78688.90136623383,57710.68542194367,66253.93131351471,15726.297179222109,2811.6285524368286,4485.121524810791,1
4757,4757,2d890e2c7f0d2501782fa373511584937e191c5a8449da76251b0908743346d74e1c9fc69bf80a60cebf849cc9f24014149ce916c07cd027650b922ac016f91d,,23.0,,,,6.0,,,,23.0,,,,6.0,,,,159.07427597045898,,,,0.4145364761352537,,,0
4758,4758,229ba359a7863f2e78a23d1559e5aa2f0c3e5599d32de749ada4dbc4ef81e14f5cb9f16bea600e9c0bbf7cb3bd34cde410c0f0f8cf06343f8af7cb9c33f66803,91.0,200.0,162.0,119.0,158.0,132.0,183.0,183.0,91.0,195.0,156.0,119.0,158.0,132.0,180.0,167.0,583.1808528900146,6553.053119659424,3050.129225730896,2415.359528541565,7318.55562877655,2168.188826560974,3724.9233350753775,5180.952507972717,1
4759,4759,e4e641335a509630651423741a859b22d07d4a44b38dbddf107c68cc2ba07e45bf3b05ccd73317d8bd5dced447f53e12820a115c8d6ed965cf401610dff8bec3,,,,,24.0,,,,,,,,24.0,,,,,,,,11.83541488647461,,,,1
4760,4760,71bc861e944553c85432340fa4b8833005dfd8f4efc0952c7e931410fb7a07e7809745cfcf66534acb8e96343c16e33656f900237778a70808b8f3d364a56777,19.0,29.0,47.0,25.0,39.0,31.0,28.0,40.0,19.0,29.0,47.0,25.0,39.0,31.0,28.0,40.0,92.15612506866454,52.323908805847175,90.9931297302246,74.73380851745605,19.88422393798828,49.25960540771485,30.72878932952881,688.6056766510011,0
4761,4761,d33dab9ff03af82d0c22422238e604f43f88ebb6115a566483dd7194d53889b17f0dc6b148058a57e687c3e6b6f5671ea4cbde6b79da8d7c4166493a65521cb2,,,,,,,30.0,98.0,,,,,,,30.0,98.0,,,,,,,174.040093421936,590.2728843688965,0
4762,4762,99bf14a0c5c1bc553f2b40f167fed689052447be0e8ffac13fe6a55cecd5fa204a56405951dc2aa6c15630de98ea1fd4e6553f1a84c26448a9d5031844728ca8,106.0,69.0,34.0,,37.0,5.0,3.0,3.0,104.0,69.0,34.0,,37.0,5.0,3.0,3.0,646.3266363143921,425.8169088363648,43.06621932983398,,73.38333415985107,0.0768966674804686,0.0280313491821288,0.0041494369506835,1
4763,4763,79d939c0b1a866a631706773fb666b6a7c3b3ab7698bac895e03db258cd119c0176cf04d74d599dc965ada7c2fbd907c37a7a3464fa655a1fd54223975187f0f,42.0,48.0,0.0,34.0,,,,136.0,42.0,48.0,0.0,34.0,,,,123.0,64.5735330581665,156.68603420257568,0.0316429138183593,369.1038627624512,,,,2562.318857192993,1
4764,4764,7dba15eb49d48cbcbd6f44cd626b428d0b84e093b19192ac98ecd7702825a8a86f8e2c03192ab21f90fceb67bd43014c5fd1e84f24226c42e53cd7965fd20ae2,,,,,170.0,193.0,179.0,178.0,,,,,156.0,184.0,170.0,174.0,,,,,7836.062405586243,13423.311024665833,9788.963063240051,16984.31546497345,1
4765,4765,ad8d614eb30421b81fcec95f3871bf620c615e97bca653f46982438f057a84b58b23c10255506678bc3095630ff27a95861d48b7b599247383279b7693c999a0,8.0,2.0,,,4.0,2.0,,,8.0,2.0,,,4.0,2.0,,,17.502333641052246,0.0112133026123046,,,0.2914171218872066,0.0199346542358398,,,0
4766,4766,952100d48ae8ed7c9953e8a527da1767eed28ceb7761826ea930e822c651ec6a279b5076257246172701c1d8010570b197bd5acd3c5881756eb128bdadf7ebe7,,,,,,,,,,,,,,,,,,,,,,,,,1
4767,4767,d2121a4720f94cbcf5afb8813baf4f1cd917456f61712eb92c8654314417cc01ab4a7311a58d42326032401eca96f6bc3d6fba4b546130f11bd3cdbc4ae09508,,,,,,,,,,,,,,,,,,,,,,,,,1
4768,4768,e5711ccd35cc854632c6c2d7dba57e5c11a470fd50f15ed1134ef2dc759f4cabcd177fa98abf2c7b794ce2f645a302c5712ec6c7aa8170de303398a7da184258,13.0,53.0,51.0,6.0,16.0,16.0,16.0,11.0,13.0,53.0,50.0,6.0,16.0,16.0,16.0,11.0,8.714817047119142,38.79088115692139,32.42220592498779,8.204448699951174,49.07005500793456,20.16492176055908,8.947290420532227,11.578461647033691,0
4769,4769,fb796bbd8ce86045bf31519b3b95b949dcb33d3d49819ebcfa764776ab0a4d8d32b05ddff5c9541bdb72ab6c91675df75d80554b9b26b875fff789f403a7295c,,,,9.0,,,,,,,,9.0,,,,,,,,0.2063369750976558,,,,,1
4770,4770,2860f977cde7e40e81dc8cd08a652ee15af65787b91ad6b66c2a4eeb13a87b2879454d243b7e135260fdf36b57bddd2854a26585be1d75dd2887d61d357fe7b9,,,,,,,,,,,,,,,,,,,,,,,,,1
4771,4771,1dcdc79a9cafe284f14e8dd0dabc475e069407480128ba6ad6955587a8969d6b0dbd133f0b84b9c71b349442cb7ebb3346c5cbde0f63abe044b562d37105a7d1,,,,,,0.0,1.0,1.0,,,,,,0.0,1.0,1.0,,,,,,0.0001497268676757,0.0008182525634765,0.008854866027832,0
4772,4772,3e81a301a385f509cb2ab8fb5e76e5836010d5d6f4bd4119ec39a403ee1f743c12992c9782da366b0129aa6deec25755ccce44ed3eb341cc70bb4964830c88b1,34.0,24.0,9.0,5.0,6.0,5.0,5.0,52.0,29.0,22.0,8.0,4.0,4.0,4.0,4.0,45.0,77.1762866973877,21.5908727645874,8.019689559936523,7.707113265991211,9.347448348999023,9.277959823608398,7.5814619064331055,56.92494773864746,0
4773,4773,db02f2af40680d359398478502645361be776907757c9c3aedb685cce1537ea635f303da6123dbdacc1f17d668e84482965cf5cdfaf41e0d652e271bf64e0f74,13.0,13.0,14.0,12.0,15.0,,,,13.0,13.0,14.0,12.0,15.0,,,,25.50306510925293,3.5821895599365234,56.013129234313965,6.332792282104492,47.5158281326294,,,,0
4774,4774,5b022c073125c01f88f7aa1f5d0617210cf01c3570c5bf4dbf0d2849f4c15d112d61c164e48d10968c5e9eaa63f54928468c2daed8f696129dc48d05e3afac61,,,,,,,,,,,,,,,,,,,,,,,,,1
4775,4775,0b0ebed50fe8cf8f11c7eedede389499817c66cb5a7dc97b0d49d2775be3998c0dfbe92cf69f1d68c7da6c8e28cf09b49867b5283554ae4b62cf6aec05743ab4,28.0,32.0,30.0,28.0,127.0,184.0,172.0,153.0,28.0,32.0,30.0,28.0,110.0,158.0,155.0,142.0,390.48099231719976,432.5355615615845,361.2495031356812,242.43681335449216,1962.5837497711184,7022.074374198914,12480.615739822388,9664.38949394226,0
4776,4776,a38dcf5b699cc0ccc054a85f7be7d0621e0a6ac7055356f9890065bb70af75ac5e348293f0f23ffaf8d680063729860d39424695b71705f4d20e63b91023cdb0,,,,,,,20.0,264.0,,,,,,,20.0,246.0,,,,,,,2.7810163497924805,16857.21440410614,0
4777,4777,865a1b505d8beefaec0376a2ecee553c42a00ec9a86b172ee418a9fc5a759775f36195e6325369ab8c2df4cb64d0daae77f77891f09a49734ff80c4653df8939,51.0,0.0,,,,18.0,3.0,0.0,46.0,0.0,,,,18.0,2.0,0.0,69.80612659454346,0.0009994506835937,,,,0.495168685913085,0.0989646911621092,0.0006780624389648,0
4778,4778,fc3b7b12d0b2a80be7e8e0c333c135463b69edb7a66b1e34bb00d612b97cf01382932a0a536db0c033bee54d91bb31b348d79cb85bb3a9f58cbcfcc81a278a4a,,,,,,,,,,,,,,,,,,,,,,,,,1
4779,4779,43c79dde1cf5e717a2eb0d7edf74db9ee98812a2bbc20275cc097981fb692a9ee42619ee7263922f3369b2800ffe81670a84931b87361a20f324699f849ce628,,,,,74.0,,,,,,,,65.0,,,,,,,,377.41485023498535,,,,1
4780,4780,85331177c696f0b49413955948900c862b520de613995b46077ae02d8fd019d9979740a79973ad7574dc1e07e787abcf7ad9802b0a7f7fc9393876327718e79e,,,,,,,,,,,,,,,,,,,,,,,,,0
4781,4781,c841816aa1f522bfd665fb08ed6a6e8c1eda0d978637aa6a351decf140a2f98b5ab8218c93c0541ba696d8f8ec4095b8d54840021d995f914c8277f332529838,,,,,,,,,,,,,,,,,,,,,,,,,1
4782,4782,d7f253149c7344d9e54c16fdf2f17da660a2be18f3b5beb7f1e5494e0f144fb27aab9a770885def285c3cc292857a6cbe8a055eaaf7e77c40012ef85143b485a,106.0,104.0,111.0,105.0,126.0,110.0,83.0,104.0,96.0,97.0,103.0,99.0,120.0,98.0,78.0,102.0,3730.976308822632,1566.637789726257,1572.6040878295898,2398.2445392608643,6484.7568616867065,3083.4110221862798,1779.6853437423708,2775.905827522278,0
4783,4783,290d7a7973c8debefc2522085424d8eefe5a48d5da2bd3180b13282d287784daab0f0f1ac0ded9a957e0abbd9c9e1b67802d49619966e58942bfeaa0dc4daa6f,,,,25.0,66.0,156.0,132.0,128.0,,,,25.0,62.0,150.0,132.0,122.0,,,,3.274469375610352,3985.221549034119,33803.016043663025,18752.725436210632,18354.929787635803,0
4784,4784,ffdf60d18dbbc25bb8c1697f7c97e8547517b2523d7001afd1e28cb0b3c3b3c39339fbb6e38c27be6049ab54923fbe30824442d51439c3a2e9a8e054dcb4a13a,37.0,29.0,61.0,90.0,96.0,68.0,62.0,39.0,35.0,27.0,60.0,88.0,96.0,65.0,62.0,39.0,195.00842571258548,33.93664264678955,111.64252662658691,1179.7118186950684,1466.828812599182,341.08401107788086,449.3026809692383,80.62902450561523,0
4785,4785,e5a27f05a124c53c2482072485f7967a7906ca336b793f3da20e542a5c239448d61ab39f08fb4bae840a1d5c1ff190976199112a0a791153c85d1888b42fe2a1,,,16.0,69.0,71.0,90.0,54.0,89.0,,,16.0,65.0,71.0,82.0,54.0,85.0,,,164.70912075042727,95.06651306152344,160.19791889190674,373.65085887908936,107.19529724121094,358.42552375793457,0
4786,4786,5c33d6a57794e4e4bc4108f04150a842d4d4b20fe51df5a51578518057f2c55724ce47b28f1090b1e3cc8276770a5796d9f6098659ea5234c0e0fe64baf30642,185.0,125.0,176.0,127.0,123.0,108.0,74.0,86.0,168.0,122.0,167.0,127.0,123.0,102.0,71.0,81.0,5293.481307983398,8445.56700706482,25270.75360107422,9390.992987632751,4790.072436332703,2205.217729568481,778.1002902984619,2199.213910102844,0
4787,4787,46f1a5b3aa8aba4c5d7d17c7d1dcc2b53a36b0413ebef161d88883591395e5952ccb67c96f669739c15d441278550d62639511a02a702cf3ff8e2eededb2caa8,174.0,179.0,196.0,176.0,196.0,189.0,168.0,182.0,163.0,170.0,189.0,170.0,190.0,175.0,153.0,169.0,6940.8629360198975,16710.791120529175,32018.32474803925,23034.319569587708,25125.195320129395,16815.085607528687,9610.465670585632,26761.591198921204,0
4788,4788,2fa0181586bbaf627ebc22917e3cc113f8c361048992dcdacb7ecd68c9ba8f2e5353b9b9d63ead115fa68b97e83d987b8baaace585e27f81faebb020066478fe,114.0,100.0,121.0,144.0,142.0,132.0,116.0,127.0,107.0,94.0,114.0,135.0,133.0,120.0,105.0,122.0,4879.122319221497,7060.797913551331,11716.012804985046,12900.011748313904,15019.35414981842,15042.026580810549,9824.818512916563,11367.851698875427,0
4789,4789,9e05cb967d7ce06e012accc3ccd3f306d30b1be722ef222cf74eb5555c48af7f17ea3f7e8ab58d134465ce7990c7e5dfc3bba421c00f14f44c3aaa8096af42ff,266.0,343.0,332.0,305.0,312.0,155.0,,,261.0,336.0,325.0,305.0,311.0,145.0,,,15731.878754615784,49525.68915081024,51917.05064582825,41731.85649871826,23396.84935855865,2148.863571166992,,,0
4790,4790,a207e4edfd4d68a9ebe8fe8e075b9abb07db88a307cbc499162fa94b63498a27936e175b6cea5e179daa1675d90b8f243123a8d35b9a7499f73375cb326e3962,,,,,,166.0,205.0,,,,,,,148.0,200.0,,,,,,,11285.496412277222,27886.712747573853,,1
4791,4791,349a3b298dc2b1cc7ce3d340166b6427f7d59dccb868e7ef52b06b30fc5a8db407cd567cb6e1f07df0ce5d6816eb4f71e4c05e4bf24370ffe59ce08504a57028,,,,,,,,,,,,,,,,,,,,,,,,,1
4792,4792,2aa08b8534797dbedffc6c6a3106d0d841f5fa99eae945b782dc1e84381698a938022bbefe5f81084e3ba14f772014d6935b2d248cf8c763264d581f0d7b7106,,,,150.0,54.0,4.0,4.0,,,,,148.0,54.0,4.0,4.0,,,,,7248.4098834991455,117.38533401489258,0.2927274703979491,0.9001951217651367,,1
4793,4793,b2e390109bad38c08d12141fd761394aef05fcb4efae47cb48e68a429c49a9a01c1a50b96fe7c9557f4827bca20ca1c241a932b1be47d471225347ac38d3b328,201.0,171.0,176.0,208.0,186.0,171.0,209.0,184.0,186.0,171.0,169.0,201.0,180.0,165.0,200.0,171.0,8312.047694206238,18171.85168075561,16388.982089996338,15982.159309387209,16185.391416549684,19028.14741230011,26073.6617679596,18665.815633773807,0
4794,4794,ad92b99b0a47474a23ebeb696f3895d6f71d5658e9a218e9b2cf9e0928ecb9d26d48c1820990656a117875448ab22b7267154f322d5fc7decbc5aafb88963cfc,295.0,278.0,347.0,309.0,277.0,300.0,213.0,194.0,263.0,245.0,311.0,273.0,250.0,273.0,200.0,186.0,27547.66964435577,24887.61052322388,18248.92587947845,23445.714778900143,19782.183482170105,18783.775424957275,12234.800867080688,11483.448194503784,1
4795,4795,6fe7a7b1a21670a79755fb7940ca70b86eb4f390aba3c416bdfed1c0a217a10c351fcd77d78b1ee72e27cf0e5794beddaaeed2b7d7f2f3af60fe68a5ffd7e9c1,69.0,1.0,2.0,1.0,2.0,46.0,94.0,91.0,64.0,1.0,2.0,1.0,2.0,39.0,73.0,69.0,158.80792045593262,0.0121498107910156,0.0150814056396483,3.341707229614258,3.1271905899047856,45.34813117980959,437.6158866882324,187.36283779144287,0
4796,4796,bad89cde4c8093bb0e99b8249904089f1c276b401612cc2a23b755b6dfd12ec9808dd0e831133f9e4284225b75b8a414e58c8d888df3b950191bbade5b7a21da,89.0,82.0,81.0,102.0,85.0,175.0,219.0,254.0,85.0,80.0,73.0,95.0,80.0,165.0,216.0,231.0,4724.195093154907,4128.8122272491455,2611.1071033477783,4793.468559265138,4185.493815422058,17718.395670890808,27382.860060691837,28677.967308044437,0
4797,4797,8c53bce2035e5b9326065a4533a7c297ed437c6e6f1b167feb12d893997b2f605025d89caa5654141c9b22c1567b91f640912e8c395d15d96416c6b9ba1bb7ba,21.0,1.0,0.0,,,,,1.0,21.0,1.0,0.0,,,,,1.0,9.662317276000977,0.2713165283203124,1.7763376235961914,,,,,0.0027141571044921,0
4798,4798,18af2e23579320263ba0d9165987a006169e09b75d4353b93fa7482190b953b6da29b0003c068319b41da7308feb548d28286bfe818853b92fc137cc6cba960b,43.0,39.0,49.0,46.0,38.0,31.0,21.0,68.0,43.0,39.0,47.0,45.0,38.0,31.0,21.0,61.0,453.418104171753,514.2193393707275,2134.2652378082275,685.1845836639404,91.24058246612547,48.31600379943848,65.15486431121826,4035.7345123291016,0
4799,4799,142d2d3b2df8faf56d7b6314cd4aa681d9db4841c2a61db3fd5bb9f21363bd05ad0901eb08f964b5c842622f3fd893e5453bc73bf047b29f4f2c0a788880ad10,,,,,,4.0,,,,,,,,4.0,,,,,,,,0.1755275726318357,,,1
4800,4800,fbe9a689f8879b11439dbbb0fab60897c750c14917a120c31e66a24c7f6368a3151acde1072ac613e40318bbefeac97e982d690b4e383dd7da10485dee979ca9,103.0,107.0,115.0,103.0,103.0,100.0,84.0,96.0,94.0,95.0,106.0,94.0,96.0,84.0,80.0,79.0,6172.514183044434,5178.844091415405,7541.4499464035025,9036.759550094604,13442.754435539246,9563.255118370056,7562.069888114929,8010.00378704071,0
4801,4801,7a59cc3c8964228a9bfa8ed7c097d40fd2a618ae43f564de46f03d28bcbceea312270d2a5052e46c8bc49c8957daf7216cda133f0aa63c4905218e1dbd659eb9,145.0,131.0,116.0,122.0,121.0,114.0,92.0,115.0,138.0,131.0,106.0,110.0,114.0,103.0,90.0,111.0,1327.098316192627,1885.6553468704224,844.8219270706177,923.8712520599364,1035.8684949874878,684.6693992614746,271.0989980697632,1640.0693264007568,0
4802,4802,97bc89832b79b97f653ea8c23ade93c30da2519ee31788679794a1020877346a7e9f1dd2df8ad6c98048199b5f78b8f5b6c9a75c668eabddca72a8247b69ab17,287.0,275.0,242.0,291.0,270.0,297.0,248.0,273.0,262.0,247.0,222.0,269.0,245.0,258.0,232.0,253.0,15843.975563049318,16254.792072296144,16332.83765411377,14922.941782951357,11588.76326084137,13370.698340415956,10600.08297920227,11480.24685573578,0
4803,4803,6177643521f25580de73b3274358f7f28286d535e4a75fed71154ec165a0658d02f37c201bd90a622923e34003b38c08b9ecfb963e121fb9a8976a8d2ba63d4b,64.0,70.0,80.0,73.0,88.0,81.0,68.0,73.0,64.0,70.0,77.0,70.0,86.0,75.0,57.0,64.0,689.9763307571411,1251.3869171142578,677.194188117981,365.9627113342285,527.7474241256714,602.9602375030518,253.67494106292725,377.47815799713135,0
4804,4804,9d2df225cd398d6d1c66571fa7738aea2da4350ae9e9664a64d06bccdf46ec66a42cb23736f76e2f2b23813de9b300d8f54c046b29401c5e17eaf8b71418c53d,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.2728977203369139,0.3551836013793944,0.2920055389404296,0.3490476608276366,0.0182142257690429,0.0662546157836914,0.0082206726074218,0.0236682891845703,0
4805,4805,1811a5fcb28639bb1da06a14a99ac78d6f3b2279997d85b9bfe892545d4f82ab42ef668ee1dea05ca7f2022c4231b90d238702ca181838edaefb8882bddc1123,96.0,96.0,80.0,111.0,102.0,190.0,89.0,69.0,96.0,85.0,72.0,98.0,97.0,173.0,89.0,69.0,1800.1107187271118,3027.552906036377,1944.297001838684,6317.505573272705,5743.799415588379,15174.801393508911,1638.5066604614258,237.89953231811523,0
4806,4806,f4d7fd5667454aa9a1844cf28d2bbfbf12f7da0e72646009fd239eaf5c66d20dba5eb6cd1f2b3fcb5bfbb3a23a150e29552d3b1521ca437fccc9d3d81afa7b1f,93.0,109.0,92.0,79.0,77.0,102.0,86.0,104.0,91.0,104.0,87.0,76.0,72.0,89.0,71.0,91.0,311.0961275100708,960.7496538162231,770.6992492675781,286.44078540802,183.45760059356687,506.6338262557984,348.1387929916382,656.2490997314453,0
4807,4807,df459384e86a48ede2d17cb9463ee5d6152c7dbd56e16f902eb06f99a2194984f5c4de383279948168044973ee7db1ca521384bf0f3adf5fcf1627d8fa51ca6b,,,,,,,,,,,,,,,,,,,,,,,,,0
4808,4808,d076a6002cbcf9667fdf374e0bc531b0e128d248de657b1589d5c95f7f02dfe0aba8cff5b588af13264ee0e3013cb20ddb63958326624b5f32a0b5eaed89be19,11.0,14.0,64.0,61.0,26.0,67.0,20.0,,11.0,14.0,64.0,61.0,26.0,61.0,20.0,,4.439014434814452,2.989333152770996,443.3712444305421,267.16715908050537,30.42243766784668,1714.3491344451904,5.586114883422852,,1
4809,4809,0e6a4d79291ba8613b6745f61e0af6438b229ffc4d3bd6b8da35eaca20563274fa8115d01a3f9abcb9a6137a5336aa82ac7f1d04d14a524bceff2f252d269b6c,100.0,112.0,110.0,116.0,122.0,104.0,90.0,103.0,96.0,112.0,110.0,114.0,112.0,101.0,87.0,99.0,14717.298414230348,27162.11538696289,19859.70025062561,30174.74821853637,21529.061819076534,16978.196579933163,15636.134085655212,15802.54716873169,0
4810,4810,29b400fcc8a8629cf9e76b3f9ee9f4d184d138f9866db6eab35bec8aa2fee19c87bba0baad62dba9c65395f017b9288474ff86303da26eabe1f165d7ccb4e60a,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0040216445922851,0.0057439804077147,0.0061664581298827,0.0049428939819335,0.0051355361938476,0.0273056030273436,2.348093032836914,0.1303005218505857,0
4811,4811,a071b01f27e4116c9261f65c5eb5fafe8ca22ebaa6c4d16f9435bd02f28ba4da2e125fd32bdb71bb619f57e3c4f7d4d9e6321aee77b9f133aa1198b4027320ee,,,,0.0,,,,,,,,0.0,,,,,,,,0.001312255859375,,,,,1
4812,4812,3abf26d5230005728fdfb03fee167661e849f6e278f97a229b1725f60966e495948746908c9e56c80e42773e016e98ca06051617d7d7ac886ec640eb96076e55,,,,,,65.0,61.0,104.0,,,,,,47.0,44.0,81.0,,,,,,167.38594341278076,141.17086029052734,1548.1190757751465,0
4813,4813,d12781542bb272a04f01ddd08a4e37d53a7177fbae2cb5b458e5a92413d97a5648347012cac8326897d4869454425db5fec2b3fe97239ba9f94c9caba3424146,,,79.0,60.0,39.0,119.0,54.0,27.0,,,73.0,53.0,37.0,92.0,40.0,26.0,,,1093.900236129761,257.14019775390625,55.20723056793213,3210.401002883911,95.12773704528809,17.893593788146973,0
4814,4814,bfb661e81c372c720d143d41a74a81675d4cb977057d7839287463ddd1ba475eb7927a7ceed2a5ac7c926d8304992b5984c495854ffae383b7be64cb51f405f9,86.0,94.0,101.0,90.0,84.0,90.0,70.0,70.0,86.0,91.0,99.0,90.0,84.0,87.0,67.0,70.0,2603.6262617111206,4406.021469116211,6689.518104553223,2985.926968574524,3948.3281078338623,2699.790367126465,941.5949420928956,1263.749879837036,0
4815,4815,e587ae595b653537f3b11bc7a54ab30f5c138027b86d9264e6659f2b952cdd284df9f85e668fc85b23a7b7cb7003c79b3722e9a0f297c8afa4e12fe0c8cd9c77,198.0,305.0,265.0,248.0,263.0,260.0,130.0,165.0,198.0,280.0,250.0,227.0,248.0,236.0,130.0,161.0,35561.94615840912,52871.04806137085,31822.77939128876,31988.51046848297,24083.53077316284,16915.77220249176,10881.77534866333,9039.628522872925,0
4816,4816,261b68fe96e1906e700464d062c4de28836a54a634a4a1d41d29fe34261d61988126805d4a81d8082c95b6059172d212d0425f75e9f64268707ffb83da094dca,0.0,1.0,0.0,,3.0,1.0,9.0,6.0,0.0,1.0,0.0,,3.0,1.0,9.0,5.0,0.0317153930664061,0.1261177062988279,0.1868782043457031,,5.007326126098633,0.1390991210937499,0.1623411178588864,0.7243604660034176,0
4817,4817,4c143de98ca775a0df115e3020400c0ed9f213f0b4a1dbfcce3c740d59dd3cd086ac548bd4b2ef6ce92ca0af1c3b9920a9c98351f257df40f7a3c770d4131561,126.0,0.0,,,,,,28.0,126.0,0.0,,,,,,28.0,1799.3894138336182,0.0071983337402343,,,,,,300.33385276794434,1
4818,4818,3ffe8fed610eb9b2f003dd81fb87d751e07572da42359e83537ceb71294a156f252a26b596248e768ace01ea16ff7c6926a8f899fa7edff18011917fe805a8a0,254.0,290.0,221.0,239.0,199.0,161.0,8.0,110.0,251.0,290.0,211.0,236.0,195.0,150.0,8.0,108.0,12879.334975242617,21144.52479171753,6014.543330192566,16165.687502861025,11045.395583152773,7250.547145843506,0.2031135559082027,1036.7428312301636,0
4819,4819,e99ce5f73408409efc432b276e296b82664556cceabbc4bfd51d81b1c62b956e127d59ed28fd8b581ee8c2a9403e51981a63520f35e7630c8184c4db96d4e517,,,111.0,,,12.0,9.0,18.0,,,99.0,,,12.0,9.0,18.0,,,1475.7624263763428,,,1.2576637268066406,0.9762172698974604,2.953777313232422,0
4820,4820,afc2a0df5b40e74cfc7d14f1e2022aab72c826356679ef894a94d8dc34f245271e9edaf88a25acc1899f410548204d694810080b917f82c43e99d50597ef613a,223.0,212.0,186.0,210.0,250.0,214.0,121.0,155.0,206.0,207.0,186.0,188.0,250.0,212.0,114.0,151.0,33321.002453804016,28091.35164356232,47422.60784053803,42673.76094627381,35278.416754722595,12916.666097640991,3089.790610313416,11447.547499656675,0
4821,4821,1dfd2fb724367f1739ccb73ea7da5d6b6d952b77c2e560277822f731ca37f877c5c4992f701c004a3afbbfb0645103f47d0e4f34ac594d5f631bc8fc2c4fcf54,181.0,151.0,136.0,144.0,147.0,144.0,127.0,146.0,161.0,133.0,121.0,130.0,135.0,128.0,107.0,144.0,25838.011260986328,16311.32783985138,12295.563729286194,5791.721209526062,6070.968371391296,12342.62958431244,9146.275732040403,20946.191435813904,0
4822,4822,8c6b6a806ed50fced5e9d0fe85ea2a962c1061332d502815cb00320cf42e932a666846f864c8fa860a9a24b7628b332c58e9c70e06332bb697878984ff3ed383,,,,,,,,,,,,,,,,,,,,,,,,,1
4823,4823,c53e490f1436c2f64419ae03b30d916b1c4669a4c4c4b7be37333414cf79f78ceab8a198f860ffb7950c06663cfc03c16312a696ca6a609fa68c69602447c745,148.0,,,,,30.0,0.0,,139.0,,,,,30.0,0.0,,6559.338786125184,,,,,30.26985454559326,0.0119457244873046,,0
4824,4824,63702bbb4f63f12d19ddc8bd17ba9e1c0efd8bdc1c70607751a904e82892323f49f23a4bc3d9245c5395a61f98a525644fb5483fb6669a38aebd6f0b5f18a808,44.0,44.0,37.0,38.0,43.0,50.0,36.0,40.0,44.0,40.0,37.0,38.0,42.0,44.0,34.0,33.0,2486.2857551574707,2000.0484790802,3125.9694967269897,1720.7057085037231,892.5083560943604,802.1318283081055,399.5286197662353,601.3566837310791,0
4825,4825,5750f81968dee96e8946bb0007189844188f3a5d158e836666980234cd311c13e9fa8a741c821b516e7202074e769aeba151ad32109e42056ad292e4a6d45f21,239.0,237.0,207.0,3.0,205.0,210.0,169.0,208.0,220.0,218.0,185.0,3.0,184.0,192.0,162.0,188.0,23892.856843948364,27053.145588874817,13609.858174324036,14.495503425598146,28402.189123153687,17076.279448509216,16596.767906188965,16380.535759925842,0
4826,4826,f08857eadb160f6a3ceaf6579ca1fbd461a04f6f8f844de2732ec5ac480ab207a7051a35099b64f867df7024d6c595d563987ebec57781f0aff9c7ced38f7931,5.0,3.0,5.0,3.0,4.0,7.0,,4.0,5.0,3.0,5.0,3.0,4.0,7.0,,4.0,4.0994157791137695,2.2206010818481445,3.1058807373046875,1.0757207870483396,1.201030731201172,1.9217739105224607,,2.401470184326172,0
4827,4827,cffb587ffbb7751615c360513395a9366bfa927327a99c8cf15f9547b0583f4d3810229a0cabce41164b9ffb2b97d6058be8c16f595ae2607d013782b34ff183,1.0,1.0,45.0,2.0,3.0,2.0,1.0,141.0,1.0,1.0,41.0,2.0,3.0,2.0,1.0,114.0,0.0232248306274413,0.0150470733642577,47.79187488555908,0.0070981979370115,0.0549964904785153,0.012388229370117,0.0002975463867187,1094.2838459014893,0
4828,4828,07e146f6a88b32c4cf5ea27f77d504cdeaeea616f8ee626cf2903588516c03cc8de147032ebf44c4d0327e207009f7e5d73df360f57a61bbbc70cc8edd1c3861,99.0,143.0,81.0,89.0,78.0,93.0,132.0,128.0,95.0,139.0,81.0,85.0,76.0,80.0,115.0,116.0,36894.75098991395,21506.336260795597,5883.188237190247,8247.955466270447,7704.160307884216,17341.85490989685,13965.554103851318,18157.9755859375,0
4829,4829,4ecd38cce6a40a83e63a3b1ad314767703b4d35d4e0cc469edb189490d1c0800c56239a420a68c404a325c31c0d0b441b815658b2fbbf52557d66d577515dea4,,,,,,,,,,,,,,,,,,,,,,,,,1
