number,address,length1,weight1,count1,looped1,neighbors1,income1,length2,weight2,count2,looped2,neighbors2,income2,length3,weight3,count3,looped3,neighbors3,income3,label
14215,1EbWSDkTS8dvuD9cp326P4nryYbQ8zCxVi,34,0.762325299623419,8,0,1,3400000000.0,64,0.103225393143911,15,15,2,800000000.0,40,0.711766535513535,10,1,5,900000000.0,0
14216,1WRamzwLNrWJEhQXTQXPeAD1uGoxx3Zxj,22,0.501953125,2,0,4,13050000000.0,0,1.0,1,0,2,40000000.0,28,2.93751525878906,7,0,1,990000000.0,0
14217,1LhhyQWPp5RpjazHhDmimb5XC95E6LQFxR,4,0.666666666666667,1,1,5,215039615.0,0,1.0,1,0,2,37541255.0,0,1.0,1,0,2,54954766.0,0
14218,15WAosUy8cR2yzbwLzLHuqvWRyerZEvNtV,0,0.5,1,0,2,1000000000.0,2,3.0,3,0,6,262250533.0,0,2.0,2,0,4,573807129.0,0
14219,1Dw7wBKLk9YpEKvfrNvKngonFqmstW1Cd5,0,1.0,1,0,2,129000000.0,144,0.693793403286618,735,0,1,75400000.0,2,0.5,1,0,2,47500000.0,0
14220,167t5oWq1cXJPS3prFpaQc6gi5RFGW4eqC,144,0.0046714679826316,1547,0,1,100680000.0,2,0.0007288629737609,1,0,1,109019749.0,2,0.0009891196834817,1,0,1,121143875.0,0
14221,1DkcqtUTx8XQxvwZvEAeePoizdLuLR9NFK,2,0.5,1,0,1,102363317.0,80,0.0004884004592895,2,0,1,103616679.0,14,0.0625,1,0,1,112533571.0,0
14222,12PcKXoM2jmFtZ4iu8FntBCsQynJUrCsex,26,0.0078125,1,0,1,30156283.0,0,0.5,1,0,1,89893588.0,12,0.0014204545454545,1,0,1,94110894.0,0
14223,1Da6PRfwH5P4BRRzp9N7PtJfGmHf5qVgFo,0,0.5,1,0,1,100000000.0,0,0.5,1,0,1,50000000.0,0,0.5,1,0,1,50000000.0,0
14224,1LKbic321oPmEs8ugUhob6H4PYEBTeBvjw,0,0.0476190476190476,1,0,2,50000000.0,2,0.0975056689342404,2,1,3,100000000.0,0,0.0454545454545455,1,0,1,50000000.0,0
14225,1AbsMwW5KLkNXqAGAStcULtKym27i4CG1a,2,1.0,1,0,2,470522670.0,2,1.0,1,0,1,988333055.0,0,1.0,1,0,2,299920000.0,0
14226,1LXgKR9LkQowX3gSu8pWhvuR1NrJtio7j2,2,0.5,1,0,1,250440000.0,0,0.5,1,0,2,169580000.0,0,0.5,1,0,2,616808000.0,0
14227,1KBZ1QpaEPfVJTiEwBxE9NkXNZYrGK2pFG,0,0.0416666666666667,1,0,1,100358394.0,2,0.0362418378722727,11,0,1,100333150.0,0,0.05,1,0,1,30016095.0,0
14228,1Pmzq3zomxPLJMAuyLkcs5Jvwg1uAyWCF5,0,0.5,1,0,2,4008000000.0,0,0.5,1,0,1,2252000000.0,2,0.5,1,0,1,3189000000.0,0
14229,1NAdXWyEsFej8u5LmYPdhu7j7mHqWyx5Fw,8,3.84077380952381,13,0,3,346000000.0,144,0.0130670413995274,1094,0,2,96200000.0,0,1.0,1,0,2,227523207.0,0
14230,1B7rmr6YyqkaDaAiwg4DVrVzeEmzTbQYVJ,78,6.51925802230835e-10,11,0,1,50713626.0,52,0.565000495910645,14,13,3,150285254.0,16,0.0234375,3,0,2,98325590.0,0
14231,1MY2frCTFfCv2QrRFq3RphaaAKuh5Qk9TF,8,1.0,1,0,2,35000000.0,8,0.0555555555555556,1,0,2,60000000.0,30,0.0125,1,0,2,120000000.0,0
14232,1kgJLN6fPQxxZy1CervS5FpzYT1htSMzQ,6,0.375,2,0,2,142000000.0,2,4.10526315789473,17,17,14,782940000.0,2,1.0,4,0,2,154905359.0,0
14233,3NtFJ1jMt7XSREGqvZDJLB2FJUCpNoZSvB,0,0.111111111111111,1,0,2,570418665.0,20,0.00390625,1,0,2,258400000.0,144,0.0722240067478063,5535,0,2,277300000.0,0
14234,1JDQZy5B86Xen1DwA8ENmgZTD9fK3GtqHo,0,0.5,1,0,1,185200000.0,144,1.00362160744153,3890,0,3,157712890.0,0,1.0,1,0,2,37362278.0,0
14235,1FoCLgVFxp3rmEjEbKFQDasy3fzN3EtGDQ,12,0.09375,2,0,1,96193900.0,0,0.111111111111111,1,0,2,30271600.0,144,0.30052208423918,5132,2547,1,57185300.0,0
14236,1ESQi6bdKPiKQneRFn47fcymSxdJ3k1L5L,12,0.03125,1,0,2,227000000.0,142,5.55111512312579e-17,21,0,1,144000000.0,22,0.001953125,23,0,2,103000000.0,0
14237,1K3JCSYVdrWAYhZka98K6Qo7cLywzjX7q9,2,1.0,1,0,1,49520000.0,144,0.27177147997596,1979,0,1,54330000.0,144,1.51409472979995,4527,509,2,169130000.0,0
14238,1EiLH1XAhBUALJhe6nYd5RF5sGiNawM4Wh,58,6.26847550675675e-05,38,0,1,58000000.0,12,0.03125,39,0,1,74000000.0,30,3.19047407670454e-05,46,0,1,51000000.0,0
14239,1MecBypaB4hCtsKkwdFC5vgtUS9prca5XU,4,0.125,2,0,1,15527000000.0,0,0.5,1,0,1,4975000000.0,0,0.5,1,0,1,9696000000.0,0
14240,1btaV4MEsiG65fcyJxdYAPPvZDx4qxS5e,0,1.0,1,0,1,185000000.0,144,0.0505723609494398,6100,0,1,47125547.0,144,0.00033393782156,7029,0,1,130458557.0,0
14241,1JmXmwRmJYYQ2sBbCoWkzDAXv9zkLPHPG2,0,1.0,1,0,2,67698934.0,0,1.0,1,0,2,140000000.0,0,1.0,1,0,1,800000000.0,0
14242,1Myp2ZuicW7bj5MUajf7AxfAzU3u9qhWzN,0,1.0,1,0,1,243601000.0,0,0.5,1,0,1,139950000.0,0,1.0,1,0,1,149950000.0,0
14243,1JonDaywo5MmiBdvtacKw39EB53VtpqsUe,4,0.101973662152003,6,1,3,359721627.0,4,0.0454839082183305,3,0,3,300000000.0,16,0.0800588474025974,5,0,4,400000000.0,0
14244,1m2AbZWspv2stp6jLDUo9VdjAs4W3foA8,144,3.01963602703556,5533,5529,4,1855874757.0,0,1.0,1,0,2,146700000.0,0,1.0,1,0,2,45700000.0,0
14245,1DT54fth2sjCxjgZFKCkj9VZAxnv8B1Muv,144,0.0036273157522015,5361,4905,3,200000000.0,144,0.136200437531277,6860,2695,5,400000000.0,144,0.0032619515455297,5130,5130,2,1000000000.0,0
14246,1iskPUMG1PqJJjvAdGRXsWWg2tuyD3nBj,6,1.5,2,2,3,1704114706.0,0,1.0,1,0,1,100000000.0,0,1.0,1,0,1,3434275515.0,0
14247,17fE7jS2pF6qhAKdjLmnrMqTtThHsyj6sS,14,0.126,7,7,2,324990000.0,0,1.0,2,0,3,119297238.0,144,0.0002768375052658,2179,0,1,204370240.0,0
14248,1HhAjLiXLjjQ5WhSQz1hKS9fkMtuEmdGF2,14,2.01,3,0,4,242692500.0,14,1.225,4,0,4,83708224.0,16,0.05,1,0,2,64000000.0,0
14249,1DpGXSAyZGvCmwDoMGhJg4VttzdpFsKjqx,0,0.5,1,0,2,49174300.0,24,1.87505425347222,11,0,8,471810678.0,144,0.4319230148332,7010,5460,2,1916968427.0,0
14250,1Pr2RiZQZ7XHNaFMB8WqxisjCcEwe13wUG,2,0.5,1,0,1,225520151.0,2,0.25,2,0,1,34000000.0,0,1.0,1,0,1,45000000.0,0
14251,1FbKBFZeDjP7yNDuDkRctiM1tuR4Bi9zSv,2,0.25,1,0,2,300000000.0,144,0.460063616135,3847,5,4,1000000000.0,144,0.0365012558236635,2896,0,2,1800000000.0,0
14252,1N8JTxiWfrhJEFxK3mvojuW77xXqX7c2am,2,2.52272727272727,2,2,24,31233315878.0,2,2.52049180327868,2,2,63,141385712950.0,2,1.61607142857143,2,2,58,216498863730.0,0
14253,12Gurwqxav5vsvuDkcAW1gcPZEvDrb7pCP,40,4.76837158203125e-07,1,0,1,205000000.0,76,3.814697265625e-06,1,0,1,101000000.0,46,1.9073486328125e-06,1,0,1,102000000.0,0
14254,12XuftGJWAUfnNt7VxB17KTFPGFhG7t3H9,0,1.0,1,0,1,4000000000.0,0,0.5,1,0,1,7700000000.0,0,0.5,1,0,1,3000000000.0,0
14255,3HG4gtvetJV46VvN4dJEvmeANANUVUFgKj,0,0.0357142857142857,1,0,1,100007477.0,0,0.5,1,0,1,44994492.0,6,0.1,1,0,1,46000000.0,0
14256,1Cswi3k8NLUXTxebc58moeCNHYUGGUsFU7,14,0.0091145833333333,2,1,4,2000000000.0,144,0.16167010189727,1691,2,5,12000000000.0,144,0.105769238907219,1047,0,2,4000000000.0,0
14257,1FLn6eFvi72acLHdQx9zG5eVE995sp3frP,144,0.0309543321565271,2428,0,2,502181904.0,8,0.025,1,0,1,62500000.0,0,0.0555555555555556,1,0,2,4166665556.0,0
14258,1FTYLfuz1fq7SZy28vqWBnK9TXTvrmkJwe,52,0.0001220703125,1,0,1,64354683.0,80,4.76837158203125e-07,1,0,1,559978389.0,2,0.0384615384615385,1,0,1,50000000.0,0
14259,1M27ULfdUBfb9WcqwBzEHHo9421d7VZe6s,0,0.5,1,0,1,4784170864.0,0,0.5,1,0,2,3067802080.0,0,0.5,1,0,1,1302000000.0,0
14260,1PWKbPxmEE5cw5YqaSMaei5fwXCj8aLt7W,6,0.25,1,0,1,227937300.0,30,0.0192325578067766,2,0,1,200000000.0,0,0.0555555555555556,1,0,1,200000000.0,0
14261,1KeWv6hR4kbieKxXPHAZav58x4mdfnS3yP,60,0.125783159211278,4,0,1,62630162.0,26,0.166974103009259,3,0,1,63238476.0,18,0.03125,1,0,1,62978047.0,0
14262,1F4e7wpX4MjXkkLcwWUCbNkNmWTGHgV5vU,0,0.5,1,0,2,240000000.0,0,1.0,1,0,2,400000000.0,0,1.0,1,0,2,225000000.0,0
14263,1JpQoKYvezcoxutVFR5y7LHkS1c2bTZiv7,4,0.333333333333333,1,0,2,250000000.0,0,1.0,1,0,2,600000000.0,6,0.0625,1,0,1,99950000.0,0
14264,1LC7Zc1pb1uNrpbD159Fsai2fdH3YrvvJb,2,0.0166666666666667,1,0,1,138182160.0,4,0.104166666666667,3,3,2,128096520.0,2,0.0138888888888889,1,0,1,96433570.0,0
14265,1PGS8yevSE6EmfgNq8oXWzKbuQCThP2ocg,124,3.03692143896352e-11,24,0,1,34000000.0,70,7.70275409405048e-07,11,0,1,57000000.0,88,1.16415321826935e-10,40,0,1,63000000.0,0
14266,1JTNXgcVCMXhQrLEE9XW71fQjJN1uQpWf7,10,3.4475,9,0,4,2889500000.0,12,0.0011363636363636,1,0,1,500000000.0,0,0.0277777777777778,1,0,1,500000000.0,0
14267,138pjU7C7ZBAFdwCP78c9ZCGzf9oU5Hpcu,0,0.5,1,0,1,384000000.0,0,1.0,1,0,1,782000000.0,2,0.25,1,0,1,1040000000.0,0
14268,16QEVPDqdfURxYLd2z7ovS8NHPBLgDVNcj,144,0.009560069535869,7520,5778,2,200000000.0,144,0.0134098117098984,1312,1,3,1000000000.0,0,0.0125,1,0,2,500000000.0,0
14269,1CuHhN75BY4tEjP9snWsvgz6MFHsnxoWb4,0,0.0333333333333333,1,0,1,100266992.0,2,0.051440329218107,25,0,1,101003970.0,0,0.05,1,0,1,100508626.0,0
14270,3AWq4HnhBq1RjgxiSLGrm6hnNDZUNzGDgz,0,0.5,1,0,1,200000000.0,0,0.5,1,0,1,100000000.0,0,0.5,1,0,1,50000000.0,0
14271,1KtM6amER14TRQWGnzo1Nc4QmCRARyJWtd,2,0.25,1,0,2,6087785695.0,2,0.25,1,0,1,1062000000.0,0,0.5,1,0,1,3917502763.0,0
14272,18z58ZRBmhXKBYwt6kgnCF917Pher8xM5Z,4,0.15625,1,1,3,253443925.0,144,1.27782107275959,2781,2767,3,646759925.0,0,0.5,1,0,1,49577674.0,0
14273,19oEddbjTQfRpo2fY3oXiVoEfkdkUSzE1B,12,1.00416666666667,3,0,3,431917095.0,4,0.25,1,0,1,261464519.0,4,1.0,2,0,3,81299229.0,0
14274,1AoWhVbqTHp7LcZRVLXK8Dt4JocpL2gUMQ,144,0.900310115046636,1033,1,4,890000000.0,144,28.4268488847647,6620,6619,74,6349990000.0,144,2.49087317234545,8148,5370,21,2700000000.0,0
14275,3MCgB4YgeoPwh1AwBZsfTWgoDrDYVoEb72,8,0.125,1,1,7,6873621077.0,2,2.41512345679011,2,2,83,29584761599.0,2,2.00000000000002,1,1,204,136364892031.0,0
14276,1G5tfFQkg6czV6zeyoJ5tVPzHeiLJfHxnY,0,0.5,1,0,2,600000000.0,14,0.015625,1,0,2,1000000000.0,0,0.5,1,0,2,850000000.0,0
14277,1EifecV2Q85ruvESETdzttweXUD3v7YHwb,144,6.37996080428228,1312,1311,5,12961700000.0,16,0.515625,5,0,2,300000000.0,2,0.5,1,0,1,227000000.0,0
14278,1BFMwVpAJbJYzPJGM5MHhqguW1XUT6fnAG,2,0.0384615384615385,1,0,2,100000000.0,2,0.0384615384615385,1,0,1,100000000.0,8,0.0008741258741258,1,0,2,100000000.0,0
14279,1KQ2KVeYieZcWVPvUh4iQfXZrRWGLaBN3s,2,0.0131578947368421,1,0,2,205263441.0,2,0.0024390243902439,1,0,2,74701501.0,0,1.0,1,0,2,54925740.0,0
14280,15go83hqkuMjsXC59mDanGPbpScoSBV2JS,144,0.098532455632716,425,0,2,33101838.0,10,0.00390625,1,1,5,206935205.0,0,1.0,1,0,1,33774928.0,0
14281,3C89nS8sJ1Xqn2CrWDovrmUiBqi9pFUq1H,18,0.578125,8,8,5,10000000000.0,8,1.09615384615385,8,0,2,5300000000.0,2,0.0379310344827586,5,0,1,1000000000.0,0
14282,13W8J2DV8tSyD35AKbeHsdhztQAWcmS5Hp,144,0.860486871191437,1914,1913,10,620925357.0,144,0.0062130331857828,2427,0,1,34707618.0,144,0.366864309838929,5397,5397,7,239771235.0,0
14283,16Hwyn1wciCVmPFFfSSZy23FToVBWVtUSj,4,0.05552074631022,28,28,1,103000000.0,2,0.0377777777777778,44,0,1,103000000.0,2,0.0005698005698005,1,0,1,100000000.0,0
14284,1GPf5TSpr5RdK14zLkRG23dKZtt2VvYb1Z,0,0.5,1,0,1,100000000.0,0,1.0,1,0,1,38251000.0,144,1.75631607014417,745,4,1,47500000.0,0
14285,1PEPmoZfRTZMoqzpYCSGCdTXhWBNmjugsa,144,0.105553297128312,3968,0,2,249990000.0,0,1.0,1,0,2,1330000000.0,30,2.52480196406181,8,2,9,7555190807.0,0
14286,1MDvwqjhmYDb36eMQdWKLLTzbdb4B9x8dG,14,0.0011574074074074,1,0,2,1440000000.0,4,1.0,1,0,2,330000000.0,0,1.0,1,0,2,50000000.0,0
14287,12jtQT5u12WDH7VeFBQYuEH5f2UseyohgA,2,0.0180163447251114,55,0,1,124000000.0,2,0.0177195685670262,51,0,1,447000000.0,2,0.0181213017751479,54,0,1,186225182.0,0
14288,13vCCW4wMdqN5an1C1ik9hj2241BUG5LCM,0,1.0,1,0,2,83000000.0,0,0.333333333333333,1,0,2,43747374.0,2,2.0,2,0,2,55612000.0,0
14289,13WYiMMfTRJwFqaypqHtZsucNEz1rRCpKT,50,6.103515625e-05,3,0,2,290000000.0,16,0.265625,2,0,2,335000000.0,30,0.0009765625,1,0,1,2095562447.0,0
14290,1Dqsn8MQxX8RPzXvscGpmPjBuSKNMcfYyd,16,0.6015625,6,0,2,356000000.0,144,0.648118521609513,1710,5,6,743000000.0,140,0.312504292603888,288,0,2,89000000.0,0
14291,1777rFypEb4TJTzNvKmHH58YpgY5ytkCBy,6,0.0625,1,0,2,72689465.0,0,0.5,1,0,2,100000000.0,6,0.0475714172979798,13,11,2,50698607.0,0
14292,1BC8WzHG4sWb3u5oKoj1Ge5bwmRFCRt3qU,40,1.52587890625e-05,1,0,1,48000000.0,2,0.0177801724137931,53,0,1,73000000.0,2,0.0180565897244974,52,0,1,100000000.0,0
14293,18QudFr9a3Ku9SCsBPzky8aWnE8k47rE6M,22,0.133590133101852,8,8,5,3430053000.0,6,0.375,2,0,3,507308829.0,4,0.25,1,0,2,417800000.0,0
14294,1E4qmUoZZkHrfAzT8eykheTMWFUrbtciyp,0,0.5,1,0,2,400000000.0,0,1.0,1,0,2,259500000.0,4,1.0,1,0,2,456100000.0,0
14295,1MndkUExmVW1banZB6Zt8nkDQLTVwANgbo,144,1.25281737124873e-16,330,0,1,44397979.0,6,0.15625,2,0,1,44899280.0,62,1.19209289550781e-07,1,0,1,39447622.0,0
14296,17CCmsvyPYkzwfUAYAewuGDWHYqxu3kf83,86,5.8207660913467394e-11,1,0,2,434000000.0,2,0.5,1,0,2,459950000.0,0,1.0,1,0,2,1167950000.0,0
14297,1NeQD9eKgR8NdzawkpKxxxAiXbT8ZHmz5r,0,1.0,1,0,1,100000000.0,4,0.192794359122959,34,0,1,4900000000.0,74,0.129652592256887,117,0,1,2000000000.0,0
14298,14UFrTzDw2H1xt3vhCawY6v2WXHzEbW4XS,2,1.0,1,0,1,9998000000.0,0,0.5,1,0,1,10000000000.0,0,0.5,1,0,1,10000000000.0,0
14299,18vyJWCJ63izFSZe9U9hAPuBJKtTDARhHi,18,0.0009765625,1,0,2,975000000.0,0,0.5,1,0,2,1219000000.0,78,9.09494701772928e-13,1,0,2,393000000.0,0
14300,1FxP4aTB54UtdCcS5uojWeGaMHPyBGYdp7,10,2.0625,4,0,1,10000000000.0,0,1.0,1,0,1,50000000000.0,0,0.5,1,0,1,50000000000.0,0
14301,14XJ9YH5qCa444nnVQX2aku85kPwV7TF4M,12,0.0027230529641082,4,0,1,101855220.0,0,0.0526315789473684,1,0,2,60000000.0,144,0.280346802474131,7145,6043,6,625000000.0,0
14302,1Q5kvo9DyMPHUmKzcQ4sL9SiKseWdxLGau,2,0.5,2,0,1,100000000.0,144,0.196454370779618,1127,2,4,512500000.0,46,0.0312652587890625,2,0,2,313500000.0,0
14303,1Aw1dzQ9zC6TZrHveFaFiJcsvZgzup2UmY,8,3.9859693877551e-05,1,0,2,68474071.0,22,1.30652214023273e-08,1,0,2,63793474.0,56,1.74229298440641e-21,1,0,2,42144650.0,0
14304,1PqPKouaZtnqP8fARDQb7XGChebwpjHMKR,2,1.0,1,1,2,521884700.0,0,0.5,1,0,1,605391218.0,0,1.0,1,0,1,899565744.0,0
14305,15kax16fYubkf33ELKg579wZCeY1zCK8Ek,10,0.0364583333333333,4,0,2,100000000.0,4,3.33333333333333,5,5,5,1900000000.0,0,0.5,1,0,2,800000000.0,0
14306,1QFV43HvpTqJGxbx3BSaYakpiXUQKK63Tr,80,1.59523703835227e-05,23,0,2,266000000.0,22,0.001953125,1,0,2,43000000.0,14,0.0325520833333333,50,0,1,83000000.0,0
14307,16ZpDmQLiHbBpgqzsCJK1jXBTsZVnyzDnz,2,0.0036953242835595,3,0,1,503267512.0,2,0.0508684863523573,21,0,1,504029180.0,2,0.0095238095238095,1,0,1,100218735.0,0
14308,145XxXTPWoLsFUdmfFyfJirzvodY97Ys5y,0,0.5,1,0,1,200000000.0,0,1.0,1,0,1,200000000.0,0,1.0,1,0,1,200000000.0,0
14309,1MBm6FbAtTGV2j1tktoGAokcxueb3chZoS,144,1.867767574038,1678,0,4,337000000.0,144,2.51773542327743,3541,0,6,2371000000.0,144,1.85864335842632,2519,2,4,2042000000.0,0
14310,1216h66DYFQ1UvbjczRcdVd2MooLHa7T3G,4,0.0019607843137254,1,0,2,39230820.0,2,0.0051020408163265,1,0,2,34250070.0,0,0.010752688172043,1,0,2,33679753.0,0
14311,1NE5e6dL5FdbfowpgvH5HkypywgEjHZk4D,0,0.5,1,0,1,253266580.0,0,0.5,1,0,2,121575710.0,0,1.0,1,0,2,49734602.0,0
14312,18opho6bbLMjXzoEjFb7ByFC5Bagn9L6ro,2,0.75,3,0,1,1698000000.0,38,0.371724646390123,170,76,2,3496000000.0,10,0.265625,5,0,2,98000000.0,0
14313,1BY8trfHYr4qMD5aArjDLamSrPLDWJJHX6,2,0.0115740740740741,4,0,2,419460000.0,2,0.0079365079365079,4,0,2,65680000.0,2,0.0154639175257732,3,0,2,65290000.0,0
14314,3EjTd8fTooDzKVng5vTm4LtzQLyPR9Ja2u,144,2.18850464348621,1522,1,6,15000000000.0,4,0.887711511789182,9,0,6,15000000000.0,0,0.938095238095238,6,0,6,15000000000.0,0
14315,1LSSKpixFQ3cqXBLmf7hRXZ3CfhjHo3WbE,2,0.75,2,0,4,175000000.0,144,2.78735864967251e-05,1434,0,1,53000000.0,144,0.773118051102036,4004,0,2,59791850.0,0
14316,1BWdenB7xEfyuPAEe4KuB8cH7kRXV69Ch,0,0.5,1,0,2,1400000000.0,8,0.0079457364341085,24,0,1,500000000.0,0,0.5,1,0,2,900000000.0,0
14317,17NTGEV5pG65uFnxotmtLtHEDgADMWV8Ct,16,0.015625,1,0,2,54000000.0,82,5.96046447753906e-08,1,0,1,118000000.0,56,3.814697265625e-06,1,0,1,67000000.0,0
14318,1ALFkWtLNWLWtcidH7ZQfhYGYxKQGTEMHV,50,3.814697265625e-06,24,0,4,264000000.0,72,0.52272733504122,23,23,4,177000000.0,52,6.103515625e-05,1,0,4,167000000.0,0
14319,1NYZQdSPZYr4EZN6wTW44Y4FmkByQKTbb1,2,0.0167741935483871,57,0,1,2006000000.0,2,0.0126720901126408,43,0,1,2002000000.0,2,0.0169692186266772,48,0,1,2002000000.0,0
14320,19RV2TCs4o7moAD3PxL3axYd2NdjUexDH1,144,0.948805682608426,7584,7584,8,2290852209.0,144,0.486493692825237,5704,5702,3,1580900000.0,144,0.105641079185548,6245,6078,2,890700000.0,0
14321,1DeNJXG36gijjo46TjctMhqLJeVEg2oDwN,0,1.0,1,0,1,33476800.0,0,1.0,1,0,1,31942991.0,2,0.5,1,0,2,31507226.0,0
14322,13qkyNV9cNbfhHxBtzdMobgt3oZB6Wtuqr,144,2.35805807118228,1930,0,5,6000000000.0,0,0.5,1,0,1,9008000000.0,0,0.5,1,0,1,54293904914.0,0
14323,16u22yA8wfrUV7Fjg11FFVLFRBb5bcAHqo,14,0.0652173913043478,24,0,1,203000000.0,8,0.269736842105263,41,0,1,200000000.0,102,1.16415321826935e-10,1,0,1,200000000.0,0
14324,19FeFTmujd8HGgKM2Yr11V3sm7RY4z7k8n,144,0.0381171417509592,4417,0,1,100000000.0,144,0.0362454453040444,3368,0,2,83357649.0,144,0.0221771769738969,7189,0,1,49927650.0,0
14325,158wNTM6Wi8U6cinNqkZagYK3mygwXnAck,144,0.0001659932355163,1770,1408,1,192817251.0,144,0.750004631032172,564,555,3,688787698.0,6,1.25651041666667,2,2,4,216897536.0,0
14326,1CxEWFHmvPoPAh7fgZkp7evgokRCtx8Lbk,0,1.0,1,0,1,600000000.0,0,1.0,1,0,2,752000000.0,0,1.0,1,0,1,3134000000.0,0
14327,1HDhsNfrLd1vci2oYLFoPcZBPz54j1XTpf,38,0.770763302084899,84,0,1,500000000.0,0,0.5,1,0,1,1600000000.0,2,0.25,1,0,1,10000000000.0,0
14328,128x5hahYen4mvhEq61L2uPNEpwSNJtuya,0,0.5,1,0,2,1790000000.0,0,0.5,1,0,1,500000000.0,12,0.0078125,1,0,1,789670000.0,0
14329,1Cxac2KTKmDTxLLEzmU546ey6ZDXYNnSwC,0,0.5,1,0,1,4498000000.0,0,0.5,1,0,1,1746099151.0,0,1.0,1,0,1,979890001.0,0
14330,18mcwGUsiD845uYGoaoLu6FgoYov7BFqYM,12,5.5625,13,4,5,14400000000.0,2,0.5,1,0,2,9428000000.0,18,7.13541666666667,11,11,7,19540000000.0,0
14331,14e3HKKV86jsgruUSZ6bmrjKG9mBA9JMyf,0,1.0,1,0,2,200000000.0,6,1.0,1,0,1,40000000.0,0,0.5,1,0,1,114000000.0,0
14332,1MqFHDnbgacURV3DU62AfLJctvfVyd5VUz,2,0.5,1,0,1,57320200.0,20,0.060546875,5,0,2,86032200.0,0,0.5,1,0,2,219765000.0,0
14333,1KUo5kDhkAt2dFtTVg8TLiN5zmYKoc8d8q,86,9.00302897207439e-06,13,13,2,294080537.0,32,0.0001695421006944,18,0,1,30282547.0,66,1.33471829550607e-06,13,13,2,140193807.0,0
14334,14zzfFwqpGyQ3hjiG9xLzXesrGxbXEPt7g,6,0.001600102406554,2,0,1,101000000.0,0,0.0140845070422535,1,0,1,101000000.0,2,0.0005698005698005,1,0,1,100000000.0,0
14335,12bKwVWJzmhk3RehcX5ifsxZ3pEJ3VN5Di,0,0.5,1,0,1,921530000.0,0,1.5,3,0,6,4911016000.0,0,1.5,3,0,4,5407712000.0,0
14336,15qEeifQfkkgThE81PzaZsEkA79dvaMMXE,0,0.0333333333333333,1,0,2,212000000.0,4,0.0275151788850419,28,0,4,425000000.0,62,0.5001220703125,2,0,3,977470914.0,0
14337,1MikiSPbrhCFk7S4wzZP7gQqhwWH866DCb,0,0.05,1,0,1,36708860.0,144,3.89206227252678,2324,2324,16,4478452264.0,0,0.5,1,0,1,77353495.0,0
14338,14kh6h7LAFAJPJ6huDsRCnuC4w8CknmnZT,12,0.03125,30,0,2,53000000.0,20,0.00390625,47,0,1,101000000.0,40,7.62939453125e-06,1,0,2,59000000.0,0
14339,3CmKdMBcsDLeinP1BSFVJxzHi1cwbuq1da,10,0.125,1,0,1,64830185.0,54,0.0006510416666666,1,0,1,65360855.0,86,3.79789730487586e-21,1,0,1,89355000.0,0
14340,1HKBEEHryiuBd8Fp9Skhui6YGnLYNB3hQZ,14,0.0035919540229885,2,0,1,51420325.0,0,0.0161290322580645,1,0,1,39772841.0,2,0.0098039215686274,1,0,1,33120891.0,0
14341,1CJQryJwgzbCGfeWKjdSBurC8c69tTtdoe,0,1.0,1,0,1,42000000.0,2,0.0227272727272727,1,0,1,32752160.0,2,1.5,2,2,3,8619930443.0,0
14342,16Efa6ENv65LhVmr5s6n23ZAwwHBBxpLzB,2,0.0005333333333333,1,0,2,49755565.0,2,0.0004570383912248,1,0,2,48225521.0,2,0.0005186721991701,1,0,1,38783683.0,0
14343,19Fcje1sM2FqpMHp3WCxAjvqTeYSomLpK8,14,0.279087611607143,18,0,2,3487750000.0,144,0.0378450872331935,340,0,4,589300000.0,24,1.78612254229538e-06,1,0,1,190000000.0,0
14344,1HxNEUTKg4FdyA39nGv1vpVgtgJvnSoGvR,2,0.0067711099309612,28,0,1,2000000000.0,2,0.012779552715655,16,0,1,3042000000.0,2,0.0108695652173913,2,0,1,455000000.0,0
14345,1NGmNV3U4ehjy92Ro4LEBMcwLczRGnMRNn,2,1.5,1,1,2,1062311477.0,4,1.0,1,0,1,1033300000.0,6,1.5,3,3,2,452540441.0,0
14346,1LiqZiQGmoyf2EnwyuwJnqgiQSnupLTjKs,30,0.015625,1,0,1,59197716.0,38,0.001953125,1,0,1,53495350.0,6,0.5,1,0,1,64413621.0,0
14347,1FZ4ugeHfyDG22xUdc5u4ePSKyTt3rgF45,0,1.0,1,0,2,65137899.0,6,0.0555555555555556,1,0,1,53326560.0,0,0.142857142857143,1,0,1,47800726.0,0
14348,3878RxGuBvLQDwvSYDqNYjczJNUgdZQKup,144,0.30904301416052,2766,2395,3,199950000.0,0,0.5,1,0,1,49990000.0,6,0.625,3,1,3,249990000.0,0
14349,13uSvNsvszePQG423JMFFVD83pL6wBiGRh,0,0.0079365079365079,1,0,2,47670221.0,0,0.0080645161290322,1,0,2,44955494.0,144,0.0005807200929152,4277,0,2,39228720.0,0
14350,1BExPhB7u5znVbMYtVqFLQZo8NmsH5Ypoq,0,1.5,2,0,2,200000000.0,2,0.25,1,0,2,400000000.0,0,0.5,1,0,1,100000000.0,0
14351,1CyYURGxVW4hzqaFCQWiJmENVtuYW47FoE,2,0.0422647527910686,57,0,2,101000000.0,38,0.000244140625,14,0,2,137000000.0,42,0.000244140625,1,0,1,101000000.0,0
